Time (s),Lap Distance (m),Ground Speed (km/h),Latitude Degrees (),Latitude Minutes (),Latitude Minute fraction (),Longitude Degrees (),Longitude Minutes (),Longitude Minute - fraction (),YawNorth (rad),X (m),Y (m),AP Info:
111.383333333333,5563.02806515663,161.151427096288,34,50,46.3046309754815,136,32,12.9069241935827,1.81209062139061,-159.893325805664,115.280616760254,0
111.4,5563.7750323628,161.538405966524,34,50,46.3008636286502,136,32,12.9267397276795,1.81605444947747,-159.389907836914,115.164512634277,0
111.416666666667,5564.52374467298,161.905312033344,34,50,46.2932212224159,136,32,12.9654134181056,1.82242269913224,-158.40739440918,114.928985595703,0
111.433333333333,5565.27473461904,162.522344666014,34,50,46.2878939978536,136,32,12.9929414662729,1.82687549392251,-157.708038330078,114.764808654785,0
111.45,5566.02760778308,162.718862196724,34,50,46.2808342990057,136,32,13.0256762712452,1.83253006736306,-156.876403808594,114.547241210938,0
111.466666666667,5566.78140860205,162.923091598576,34,50,46.2764026716654,136,32,13.0436977823638,1.83667291800049,-156.418563842773,114.410667419434,0
111.483333333333,5567.53664804371,163.340347200796,34,50,46.2685094413784,136,32,13.0810831549343,1.84414501587418,-155.468780517578,114.167411804199,0
111.5,5568.29386115918,163.775718679565,34,50,46.2631826476779,136,32,13.1045216192365,1.85003246466187,-154.873321533203,114.00325012207,0
111.516666666667,5569.05257634433,163.98924130691,34,50,46.255755040937,136,32,13.1372762464071,1.85802011291054,-154.04118347168,113.774345397949,0
111.533333333333,5569.81289134253,164.466837914699,34,50,46.248564586267,136,32,13.1682482454653,1.86486809054879,-153.254333496094,113.552749633789,0
111.55,5570.57506829822,164.793606943128,34,50,46.2423158355277,136,32,13.1935420212176,1.869573340812,-152.611740112305,113.360176086426,0
111.566666666667,5571.33871624117,165.102304414329,34,50,46.2358826311201,136,32,13.2183144667397,1.87533526221779,-151.982391357422,113.161918640137,0
111.583333333333,5572.10373397819,165.385357976387,34,50,46.2281232493494,136,32,13.2501147195899,1.88104726473359,-151.174499511719,112.922790527344,0
111.6,5572.8695255259,165.436590633148,34,50,46.2205705529355,136,32,13.2790043923751,1.88783978024987,-150.440551757812,112.690032958984,0
111.616666666667,5573.63621181363,165.771885669788,34,50,46.2134141860445,136,32,13.3049378349301,1.89314438501862,-149.781707763672,112.46949005127,0
111.633333333333,5574.40430870702,166.045972271127,34,50,46.2064712275291,136,32,13.3307409388908,1.8985194424775,-149.126174926758,112.255523681641,0
111.65,5575.17340752416,166.204716734262,34,50,46.1979247951801,136,32,13.3629790484679,1.90478880802659,-148.307159423828,111.992141723633,0
111.666666666667,5575.94243821496,166.016541692218,34,50,46.1883375916499,136,32,13.3986917267225,1.91142411629227,-147.399871826172,111.696685791016,0
111.683333333333,5576.71100734327,166.005321738433,34,50,46.1773330628289,136,32,13.4387961172638,1.91851313511399,-146.381011962891,111.357551574707,0
111.7,5577.47936703702,165.926065961747,34,50,46.1722502208288,136,32,13.4515292251695,1.92115675012139,-146.057525634766,111.200912475586,0
111.716666666667,5578.24760783608,165.953959229473,34,50,46.1649591430584,136,32,13.4760410095669,1.92560808459786,-145.434799194336,110.976219177246,0
111.733333333333,5579.01547366302,165.764078009222,34,50,46.1551560148165,136,32,13.5095980820029,1.93153943220643,-144.582275390625,110.674110412598,0
111.75,5579.783292602,165.933703632542,34,50,46.1457489877232,136,32,13.5416103666148,1.93639595905808,-143.768997192383,110.384208679199,0
